SkyId,pred_x1,pred_y1,pred_x2,pred_y2,pred_x3, pred_y3
Sky118,100.0,1900.0,100.0,2800.0,0.0,0.0
Sky119,1900.0,1200.0,1200.0,1100.0,0.0,0.0
Sky120,800.0,1600.0,500.0,1400.0,0.0,0.0
Sky121,2800.0,3500.0,3600.0,3100.0,0.0,0.0
Sky122,1700.0,2200.0,2100.0,2400.0,0.0,0.0
Sky123,3500.0,600.0,3900.0,500.0,0.0,0.0
Sky124,2300.0,3700.0,2500.0,4100.0,0.0,0.0
Sky125,2200.0,1900.0,1300.0,2600.0,0.0,0.0
Sky126,1000.0,300.0,200.0,3000.0,0.0,0.0
Sky127,2500.0,3700.0,2000.0,3900.0,0.0,0.0
Sky128,3100.0,1500.0,2800.0,1900.0,0.0,0.0
Sky129,3600.0,1700.0,3900.0,1700.0,0.0,0.0
Sky130,1300.0,3200.0,500.0,3900.0,0.0,0.0
Sky131,2200.0,3900.0,1900.0,3800.0,0.0,0.0
Sky132,4100.0,2000.0,4100.0,2700.0,0.0,0.0
Sky133,2300.0,2400.0,3200.0,2400.0,0.0,0.0
Sky134,2000.0,2800.0,1900.0,3200.0,0.0,0.0
Sky135,700.0,4100.0,1100.0,4100.0,0.0,0.0
Sky136,3100.0,4000.0,4100.0,3400.0,0.0,0.0
Sky137,3900.0,1700.0,3500.0,1600.0,0.0,0.0
Sky138,2100.0,2000.0,2000.0,1700.0,0.0,0.0
Sky139,2200.0,2000.0,2800.0,2500.0,0.0,0.0
Sky140,1900.0,4000.0,1600.0,4000.0,0.0,0.0
Sky141,800.0,2500.0,900.0,2100.0,0.0,0.0
Sky142,3400.0,2800.0,3500.0,300.0,0.0,0.0
Sky143,800.0,2700.0,900.0,3100.0,0.0,0.0
Sky144,3100.0,300.0,2900.0,600.0,0.0,0.0
Sky145,3300.0,2400.0,3200.0,2900.0,0.0,0.0
Sky146,3000.0,200.0,3200.0,100.0,0.0,0.0
Sky147,1500.0,3000.0,1700.0,2400.0,0.0,0.0
Sky148,3100.0,1400.0,3600.0,1400.0,0.0,0.0
Sky149,1300.0,700.0,1000.0,500.0,0.0,0.0
Sky150,4000.0,200.0,3700.0,0.0,0.0,0.0
Sky151,1300.0,4100.0,1100.0,3500.0,0.0,0.0
Sky152,100.0,3500.0,200.0,3200.0,0.0,0.0
Sky153,1800.0,500.0,2300.0,300.0,0.0,0.0
Sky154,1500.0,3200.0,1700.0,4000.0,0.0,0.0
Sky155,400.0,1000.0,400.0,300.0,0.0,0.0
Sky156,2500.0,3500.0,2400.0,3300.0,0.0,0.0
Sky157,1600.0,2500.0,1500.0,3000.0,0.0,0.0
Sky158,800.0,3700.0,1500.0,4100.0,0.0,0.0
Sky159,600.0,2300.0,900.0,1700.0,0.0,0.0
Sky160,900.0,1800.0,900.0,2200.0,0.0,0.0
Sky161,4100.0,3000.0,3800.0,3400.0,0.0,0.0
Sky162,1600.0,2200.0,1100.0,1600.0,0.0,0.0
Sky163,800.0,400.0,600.0,400.0,0.0,0.0
Sky164,3300.0,2500.0,3800.0,2500.0,0.0,0.0
Sky165,1600.0,2500.0,1600.0,2100.0,0.0,0.0
Sky166,800.0,1900.0,300.0,1900.0,0.0,0.0
Sky167,3000.0,2600.0,3300.0,3200.0,0.0,0.0
Sky168,3000.0,3600.0,2400.0,3300.0,0.0,0.0
Sky169,4000.0,2200.0,4100.0,1500.0,0.0,0.0
Sky170,1800.0,1500.0,2100.0,1600.0,0.0,0.0
Sky171,1500.0,700.0,1000.0,400.0,0.0,0.0
Sky172,2800.0,1100.0,2800.0,1300.0,0.0,0.0
Sky173,1100.0,2800.0,1000.0,3300.0,0.0,0.0
Sky174,2400.0,3600.0,2800.0,3700.0,0.0,0.0
Sky175,2000.0,1900.0,1900.0,1400.0,0.0,0.0
Sky176,4100.0,1500.0,4100.0,2300.0,0.0,0.0
Sky177,300.0,1400.0,0.0,1400.0,0.0,0.0
Sky178,100.0,3100.0,0.0,3400.0,0.0,0.0
Sky179,900.0,3500.0,1500.0,3300.0,0.0,0.0
Sky180,3600.0,3400.0,4100.0,3900.0,0.0,0.0
Sky181,4100.0,800.0,4000.0,200.0,0.0,0.0
Sky182,2600.0,400.0,2600.0,0.0,0.0,0.0
Sky183,3600.0,2600.0,3500.0,2200.0,0.0,0.0
Sky184,3500.0,100.0,3000.0,0.0,0.0,0.0
Sky185,1100.0,2200.0,900.0,1900.0,0.0,0.0
Sky186,1700.0,2200.0,2000.0,2600.0,0.0,0.0
Sky187,900.0,100.0,1300.0,0.0,0.0,0.0
Sky188,900.0,600.0,800.0,100.0,0.0,0.0
Sky189,1900.0,3900.0,2300.0,4100.0,0.0,0.0
Sky190,3900.0,1500.0,3600.0,1300.0,0.0,0.0
Sky191,2500.0,400.0,700.0,500.0,0.0,0.0
Sky192,2100.0,2400.0,2200.0,2800.0,0.0,0.0
Sky193,100.0,1700.0,100.0,1100.0,0.0,0.0
Sky194,0.0,3300.0,0.0,3000.0,0.0,0.0
Sky195,3700.0,3300.0,3700.0,3500.0,0.0,0.0
Sky196,700.0,2100.0,600.0,1500.0,0.0,0.0
Sky197,4000.0,4000.0,700.0,2300.0,0.0,0.0
Sky198,2600.0,3600.0,2900.0,3800.0,0.0,0.0
Sky199,1900.0,0.0,2400.0,100.0,0.0,0.0
Sky200,3400.0,2900.0,3300.0,2400.0,0.0,0.0
Sky201,2100.0,400.0,2700.0,200.0,1600.0,200.0
Sky202,400.0,3600.0,400.0,2300.0,3700.0,200.0
Sky203,1700.0,3600.0,300.0,2300.0,500.0,2300.0
Sky204,3200.0,2600.0,1900.0,3400.0,1200.0,3300.0
Sky205,3000.0,1000.0,3700.0,200.0,2700.0,200.0
Sky206,2400.0,1400.0,2000.0,1000.0,1800.0,400.0
Sky207,1500.0,3000.0,1900.0,3000.0,2000.0,2700.0
Sky208,3800.0,1100.0,3700.0,900.0,3800.0,300.0
Sky209,200.0,3600.0,3000.0,1400.0,1400.0,2600.0
Sky210,2600.0,700.0,2200.0,1500.0,1700.0,200.0
Sky211,3800.0,3800.0,3700.0,3500.0,200.0,300.0
Sky212,3200.0,3100.0,3700.0,2900.0,3700.0,2400.0
Sky213,1600.0,600.0,1100.0,200.0,900.0,200.0
Sky214,2400.0,3500.0,200.0,3600.0,500.0,2900.0
Sky215,200.0,200.0,1100.0,500.0,1400.0,200.0
Sky216,3100.0,1300.0,3200.0,2000.0,3400.0,1900.0
Sky217,3800.0,2200.0,3800.0,1600.0,3600.0,1800.0
Sky218,3800.0,2700.0,3800.0,1500.0,3800.0,800.0
Sky219,2700.0,2700.0,3600.0,2600.0,1700.0,3500.0
Sky220,2100.0,3600.0,2500.0,3600.0,3600.0,3800.0
Sky221,2700.0,2000.0,300.0,200.0,3700.0,1900.0
Sky222,3100.0,3800.0,3300.0,3800.0,3100.0,3500.0
Sky223,2600.0,3800.0,3600.0,2900.0,3000.0,3800.0
Sky224,3700.0,3800.0,3100.0,3800.0,2700.0,3800.0
Sky225,1400.0,1500.0,1600.0,800.0,2100.0,1900.0
Sky226,3500.0,3800.0,1000.0,3300.0,800.0,200.0
Sky227,2100.0,500.0,300.0,200.0,2500.0,1000.0
Sky228,3200.0,1000.0,3700.0,1500.0,3800.0,2100.0
Sky229,200.0,3600.0,3800.0,3000.0,800.0,3100.0
Sky230,400.0,1500.0,700.0,1400.0,600.0,700.0
Sky231,3200.0,3800.0,1000.0,3700.0,1400.0,3800.0
Sky232,3800.0,3800.0,700.0,200.0,500.0,200.0
Sky233,500.0,1200.0,200.0,500.0,200.0,200.0
Sky234,3200.0,1700.0,3600.0,2300.0,3700.0,800.0
Sky235,1500.0,500.0,3000.0,3500.0,2200.0,200.0
Sky236,500.0,2100.0,800.0,2000.0,200.0,1400.0
Sky237,2000.0,3200.0,2900.0,3000.0,2100.0,3700.0
Sky238,800.0,1100.0,200.0,400.0,200.0,600.0
Sky239,1300.0,700.0,1200.0,200.0,400.0,200.0
Sky240,800.0,3100.0,200.0,3800.0,300.0,3100.0
Sky241,1800.0,3300.0,900.0,3800.0,200.0,3800.0
Sky242,1900.0,400.0,1100.0,200.0,1400.0,1200.0
Sky243,1500.0,2900.0,1400.0,900.0,3400.0,3300.0
Sky244,2000.0,400.0,3200.0,2800.0,3000.0,2600.0
Sky245,3600.0,200.0,3500.0,400.0,200.0,3500.0
Sky246,2300.0,2300.0,1300.0,2800.0,3500.0,2000.0
Sky247,3800.0,3700.0,3800.0,3400.0,3800.0,3200.0
Sky248,2300.0,1900.0,2800.0,1400.0,3000.0,1300.0
Sky249,3800.0,3700.0,3800.0,3500.0,2800.0,3400.0
Sky250,3200.0,2000.0,3400.0,2400.0,3400.0,2700.0
Sky251,800.0,1300.0,900.0,500.0,600.0,400.0
Sky252,200.0,500.0,200.0,1700.0,700.0,1400.0
Sky253,1900.0,2000.0,2400.0,1800.0,2100.0,1500.0
Sky254,3300.0,3800.0,2300.0,3800.0,1700.0,3100.0
Sky255,600.0,200.0,1200.0,200.0,3000.0,3800.0
Sky256,1900.0,1800.0,500.0,2300.0,2100.0,1200.0
Sky257,1300.0,1800.0,200.0,2900.0,200.0,2000.0
Sky258,3800.0,700.0,1600.0,800.0,3100.0,1500.0
Sky259,3800.0,3000.0,3800.0,3300.0,1300.0,200.0
Sky260,2700.0,3700.0,2000.0,3700.0,2000.0,3500.0
Sky261,400.0,3800.0,200.0,1900.0,400.0,2000.0
Sky262,1600.0,1400.0,1200.0,1500.0,2200.0,1100.0
Sky263,900.0,1100.0,200.0,900.0,800.0,1700.0
Sky264,1200.0,3800.0,2200.0,3800.0,1600.0,3400.0
Sky265,3800.0,2900.0,3800.0,3100.0,3800.0,3800.0
Sky266,1000.0,200.0,800.0,200.0,400.0,200.0
Sky267,900.0,700.0,200.0,200.0,1700.0,400.0
Sky268,1000.0,1700.0,700.0,2900.0,1500.0,2400.0
Sky269,3800.0,1100.0,3800.0,200.0,1900.0,3300.0
Sky270,500.0,800.0,500.0,1200.0,500.0,1400.0
Sky271,900.0,3800.0,600.0,3600.0,200.0,3800.0
Sky272,2000.0,3300.0,2400.0,3100.0,2100.0,3600.0
Sky273,900.0,3800.0,200.0,3200.0,3100.0,3800.0
Sky274,3400.0,200.0,2800.0,400.0,3800.0,1300.0
Sky275,1000.0,200.0,300.0,800.0,1900.0,300.0
Sky276,2900.0,2800.0,3800.0,3300.0,2900.0,2600.0
Sky277,600.0,200.0,3500.0,600.0,3700.0,700.0
Sky278,200.0,200.0,200.0,500.0,1200.0,800.0
Sky279,2700.0,2600.0,2000.0,2200.0,1700.0,2400.0
Sky280,3800.0,700.0,3100.0,200.0,3100.0,400.0
Sky281,1600.0,3300.0,2100.0,3000.0,1500.0,3600.0
Sky282,1900.0,3000.0,2400.0,1900.0,2500.0,1400.0
Sky283,2200.0,200.0,1200.0,300.0,1400.0,3700.0
Sky284,2000.0,3700.0,2000.0,3500.0,3800.0,1000.0
Sky285,1700.0,1400.0,1900.0,1200.0,2200.0,2700.0
Sky286,1400.0,3400.0,800.0,3600.0,200.0,3000.0
Sky287,900.0,200.0,2300.0,3800.0,3800.0,3100.0
Sky288,3300.0,3800.0,3300.0,3400.0,2900.0,3800.0
Sky289,2600.0,2100.0,3000.0,800.0,2900.0,600.0
Sky290,2000.0,3000.0,200.0,3200.0,200.0,200.0
Sky291,2800.0,3100.0,2300.0,3000.0,3700.0,3000.0
Sky292,3800.0,1800.0,3800.0,2600.0,3800.0,3100.0
Sky293,3700.0,800.0,3200.0,400.0,2800.0,400.0
Sky294,3200.0,700.0,3700.0,200.0,3500.0,500.0
Sky295,2100.0,3800.0,1400.0,3800.0,200.0,3500.0
Sky296,900.0,1400.0,200.0,900.0,1800.0,1400.0
Sky297,2900.0,500.0,3600.0,200.0,3800.0,200.0
Sky298,3700.0,3800.0,1900.0,200.0,2200.0,500.0
Sky299,3100.0,2200.0,2000.0,1800.0,3500.0,700.0
Sky300,2700.0,700.0,3600.0,400.0,3800.0,200.0
